genome	kingdom	phylum	class	order	family	genus	species
G000025965	2	1224	28216	206389	75787	551759	551760
G000026005	2	1224	28211	766	942	943	779
G000026045	2157	28890	183963	2235	1963268	63743	2257
G000026065	2	1239	91061	186826	33958	1578	1599
G000026105	2	1224	1236	72274	135621	286	312306
G000026125	2	1224	28216	80840	75682	303379	204773
G000026205	2	544448	31969	186329	2146	33926	37692
G000026325	2	1224	1236	91347	543	561	562
G000026345	2	1224	1236	91347	543	561	562
G000026405	2	1239	91061	186826	81850	1243	33964
G000026745	2	1239	91061	186826	1300	1301	1307
G000027145	2	1239	91061	1385	186820	1637	1640
G000027165	2	1239	91061	186826	1300	1301	28037
G000027225	2	1224	1236	91347	1903414	626	40576
G000027305	2	1224	1236	135625	712	724	727
G000043285	2	1224	1236	91347	543	203804	203907
G000046705	2	1224	28211	356	772	773	38323
G000055785	2	1224	1236	135619	28256	42054	158080
G000055945	2	1224	28221	213115	194924	41707	29546
G000056065	2	1239	91061	186826	33958	1578	1584
G000058485	2	201174	1760	85013	74712	1854	1859
G000060345	2	976	117743	200644	49546	292691	411153
G000062885	2	201174	1760	85010	2070	1835	1836
G000063445	2157	28890	224756	570264	570265	570266	1175445
G000063505	2	1117	0	1890424	1890426	1129	32051
G000063525	2	1117	0	1890424	1890426	1129	316278
G000063545	2	1224	28211	766	775	69474	784
G000063585	2	1239	186801	186802	31979	1485	1491
G000064305	2	976	117743	200644	49546	237	96345
G000067165	2	1224	28221	29	49	39643	56
G000067205	2	1224	28216	80840	506	517	94624
G000068585	2	204428	204429	51291	809	810	813
G000069025	2157	28890	183963	2235	2236	2239	2242
G000069185	2	201174	1760	85007	1762	1763	36809
G000069225	2	201174	1760	85006	85023	1573	28447
G000069785	2	1224	28216	80840	119060	106589	164546
G000069925	2	544448	31969	186329	2146	33926	59748
G000069945	2	201174	1760	85007	1653	1716	43771
G000069965	2	1224	1236	91347	1903414	583	584
G000072485	2	1224	1236	135614	32033	40323	40324
G000073005	2	1224	28211	766	942	953	263437
G000090965	2	1224	1236	91347	1903409	32199	9
G000091085	2	204428	204429	51291	809	810	83558
G000091125	2	1224	28211	204457	41297	165695	332056
G000091165	2	640293	0	0	0	1170227	671143
G000091305	2	201174	1760	85011	2062	1883	1930
G000091325	2	1224	1236	135622	267890	22	60217
G000091465	2	1224	1236	135623	641	662	212663
G000091545	2	1297	188787	68933	188786	270	274
G000091565	2	1224	1236	91347	1903409	551	552
G000091665	2157	28890	183939	2182	196117	196118	2190
G000091765	2	1239	91061	186826	33958	1578	47770
G000091785	2	1224	1236	118969	444	445	450
G000091985	2	1224	29547	213849	72293	209	217
G000092025	2	1224	28211	356	82115	357	1176649
G000092045	2	1224	28211	356	82115	379	29449
G000092105	2	203682	203683	112	126	1649480	120
G000092125	2	1297	188787	68933	188786	65551	52022
G000092185	2157	28889	183924	114380	2272	54253	54254
G000092205	2	1224	28221	213118	213121	427922	427923
G000092225	2	201174	1760	85007	85028	2060	2061
G000092245	2	1224	29547	213849	72294	28196	28199
G000092265	2	1224	1236	72274	468	475	480
G000092305	2157	28890	183939	2182	196117	196118	67760
G000092365	2	201174	1760	2037	2049	28263	28264
G000092385	2	201174	1760	85011	2062	1883	379067
G000092405	2	1239	186801	186802	68298	129001	86170
G000092425	2	1297	188787	118964	332247	332248	332249
G000092465	2157	28889	183924	114380	2272	2279	84599
G000092505	2	1239	91061	186826	81850	1243	136609
G000092565	2	203691	203692	0	170	171	173
G000092645	2	201174	1760	0	0	147067	2006
G000092785	2	204428	204429	1963360	92714	71666	71667
G000092825	2	201174	1760	85007	316606	286801	286802
G000092845	2	203691	203692	1643686	143786	29521	84378
G000092865	2	201174	1760	85006	85016	1707	1711
G000092905	2	1239	91061	1385	186823	1129704	33943
G000092925	2	1224	28211	356	335928	152053	921
G000092985	2	201174	1760	85012	83676	2013	2014
G000093025	2	1224	28216	206350	32011	359407	1055487
G000093065	2	1224	1236	91347	543	401618	401619
G000093085	2	1239	91061	1385	186821	0	85683
G000093165	2	976	117743	200644	39782	34098	367488
G000143085	2	1224	1236	135613	1046	1227	473531
G000143145	2	1224	28211	356	45401	81	53399
G000143165	2	200795	301297	0	0	670486	552810
G000143625	2	1224	1236	91347	543	568988	138073
G000143705	2	201174	1760	85007	1653	1716	1719
G000143765	2	976	117747	200666	84566	28453	258
G000143825	2	201174	1760	85007	1653	1716	38288
G000143845	2	201174	84998	84999	1643824	133925	133926
G000143965	2	1224	28221	453227	453228	453229	453230
G000143985	2	203691	203692	136	137	1911556	55206
G000144405	2	976	200643	171549	171552	838	28132
G000144605	2	1224	28211	204458	76892	41275	74313
G000144625	2	1239	186801	186802	186803	1506553	84030
G000144645	2	1239	186801	68295	543371	291988	291990
G000144675	2	201174	1760	85007	1653	1716	1719
G000144695	2	1239	186801	53433	53434	28186	28187
G000144735	2	201174	1760	85009	31957	1912216	1747
G000144915	2157	28889	183924	871006	871007	105850	242703
G000144935	2	201174	1760	85007	1653	1716	1719
G000145035	2	1239	186801	186802	186803	830	43305
G000145215	2	1239	186801	68295	543371	44000	717609
G000145235	2	201174	1760	85008	28056	1873	47850
G000145255	2	1224	28216	713636	90627	96	370405
G000145275	2	1239	186801	186802	31979	1485	1493
G000145295	2157	28890	183925	2158	2159	145260	145263
G000145515	2	201174	1760	85009	31957	1912216	1747
G000145555	2	201174	1760	85009	31957	1912216	1747
G000145615	2	1239	186801	68295	543371	28895	1517
G000145985	2157	28889	183924	114380	2272	334767	334771
G000146065	2	456828	0	0	0	456826	456827
G000146165	2	1224	1236	135622	267890	22	70863
G000146185	2	1239	186801	186802	186806	1730	39485
G000146285	2	201174	1760	2037	2049	2050	2051
G000146345	2	1239	1737404	1737405	1570339	162289	507750
G000146505	2	65842	204430	218872	204431	832	833
G000146675	2	976	200643	171549	171552	838	189722
G000146855	2	1239	186801	186802	186804	1913599	39498
G000146895	2	201174	1760	2037	2049	2050	2052
G000147055	2	1224	1236	91347	1903410	204037	204038
G000147075	2	203691	203692	136	137	146	154
G000147335	2	1117	0	1150	1892249	43988	497965
G000147355	2	1224	29547	213849	72293	202746	202747
G000147675	2	1239	186801	186802	186804	1257	341694
G000147695	2	1239	186801	68295	186814	1754	46354
G000147715	2	200918	188708	1643946	1643948	1184396	1184387
G000147815	2	201174	1760	85011	2062	1883	68280
G000147835	2	1224	28211	204457	41297	165695	46429
G000147875	2157	28890	224756	2191	2194	230355	54120
G000148385	2157	28889	183924	2266	2267	164450	164451
G000148485	2	201174	1760	2037	2049	2050	2052
G000148645	2	1224	1236	135622	267892	44011	44012
G000148725	2	1224	28211	204455	31989	150830	744980
G000148995	2	1239	91061	1385	186820	1637	1641
G000151105	2157	28890	183968	2258	2259	2263	55802
G000151205	2157	28890	183968	2258	2259	2263	246969
G000152065	2	201174	1760	85007	1653	1716	1719
G000152145	2	200795	32061	32064	104174	104175	104176
G000152245	2	1239	186801	186802	186806	1730	1736
G000152265	2157	28890	183967	2301	90142	74968	97393
G000152625	2	1224	28211	204455	31989	74030	314263
G000152705	2	201174	1760	85006	85021	53457	313589
G000152725	2	1224	28211	204455	31989	1679449	314255
G000152745	2	1224	28211	204455	69657	153232	314254
G000152805	2	1224	28211	204455	31989	404235	404236
G000152825	2	1224	28211	255473	255474	208215	208216
G000152845	2	1224	28211	204455	31989	74030	314264
G000152865	2	1224	28211	204457	335929	1041	237727
G000152885	2	1224	1236	135622	267893	135575	190892
G000152985	2	976	117743	200644	49546	283735	360293
G000153025	2	1224	1236	135619	135620	28253	314277
G000153045	2	1117	0	1890424	1890426	1129	69042
G000153065	2	1117	0	1890424	1890426	1129	221360
G000153105	2	203682	203683	112	126	265487	124
G000153125	2	1224	1236	1706369	1706372	393661	393662
G000153145	2	201174	1760	0	0	0	312284
G000153165	2	976	117743	200644	49546	252356	313603
G000153185	2	1224	1236	135619	255527	230494	374838
G000153205	2	1224	1236	135613	72276	35796	35797
G000153225	2	976	117743	200644	49546	52959	531
G000153245	2	1224	1236	135622	267888	53246	314281
G000153285	2	1117	0	1890424	1890426	1129	59931
G000153305	2	1224	28211	204455	31989	252301	252302
G000153345	2	1224	1236	135619	135620	459520	207954
G000153385	2	976	117743	0	0	0	156586
G000153405	2	1224	1236	135622	267894	67572	314282
G000153445	2	1224	1236	1706369	1706374	0	314287
G000153465	2	1224	28211	356	255475	182269	651183
G000153485	2	976	117743	200644	49546	83612	57029
G000153565	2	1224	1236	135619	135620	599651	207949
G000153605	2	1239	91061	1385	186822	44249	1464
G000153705	2	1224	28211	356	255475	217510	217511
G000153725	2	1224	28211	204455	31989	360528	344736
G000153745	2	1224	28211	204455	0	0	367336
G000153765	2	1224	580370	580371	580372	377315	314344
G000153805	2	1117	0	1890424	1890426	1129	313625
G000153825	2	1117	0	1890424	1890426	1129	221359
G000153845	2	1224	1236	72273	34064	262	263
G000153885	2	1239	186801	186802	186806	1730	39496
G000153905	2	1239	186801	186802	186803	572511	40520
G000153925	2	1239	186801	186802	186803	572511	33039
G000154065	2	1239	186801	186802	186803	189330	88431
G000154145	2	1224	1236	72273	34064	262	263
G000154205	2	976	200643	171549	815	816	820
G000154225	2	201174	1760	2037	2049	1654	1660
G000154245	2	1239	186801	186802	31979	1485	411489
G000154285	2	1239	526524	526525	128827	0	31971
G000154305	2	1239	186801	186802	186803	207244	105841
G000154345	2	1239	186801	186802	541000	1508657	1535
G000154425	2	1239	186801	186802	186803	33042	33043
G000154445	2	1239	186801	186802	186804	1505657	261299
G000154465	2	976	200643	171549	171550	239759	28117
G000154485	2	1239	526524	526525	128827	1505663	1547
G000154505	2	1239	186801	186802	186803	1506553	29347
G000154525	2	976	200643	171549	815	816	46506
G000154565	2	1239	186801	186802	541000	244127	169435
G000154705	2	1224	28211	356	69277	274591	244596
G000154725	2	976	117743	200644	49546	221065	221066
G000154785	2	1224	28211	204455	31989	2433	42443
G000154805	2	1239	526524	526525	128827	1505663	29348
G000154825	2	1239	186801	186802	186806	264995	214853
G000154845	2	976	200643	171549	815	816	310298
G000155205	2	1239	186801	186802	541000	1263	46228
G000155435	2	1239	186801	186802	0	0	457421
G000155495	2	1224	29547	213849	72293	209	35818
G000155515	2	1239	91061	186826	33958	1578	1597
G000155555	2	1117	0	1150	1892251	669368	64178
G000155595	2	1117	0	1890424	1890426	1129	91464
G000155635	2	1117	0	1890424	1890426	167375	180281
G000155695	2	74201	203494	48461	0	0	382464
G000155715	2	1224	1236	0	0	0	391615
G000155735	2	1224	28211	204455	31989	53945	53946
G000155775	2	1224	1236	135622	72275	89404	455436
G000155855	2	1239	186801	186802	0	0	384638
G000155875	2	1239	186801	186802	186803	33042	410072
G000155895	2	1224	28211	54526	1655514	198251	439493
G000155915	2	1239	91061	186826	33958	1578	109790
G000155955	2	1239	909932	909929	1843491	52225	52226
G000156015	2	1239	186801	186802	186803	830	45851
G000156035	2	1239	186801	186802	186803	1506577	29361
G000156055	2	1239	186801	186802	186804	0	89152
G000156115	2	1224	28211	204455	31989	0	314270
G000156175	2	201174	84998	84999	84107	102106	147207
G000156215	2	201174	84998	84999	84107	102106	147206
G000156275	2	1239	186801	68295	186814	249529	911092
G000156295	2	1224	1236	1706369	1706372	0	247634
G000156335	2	1224	28211	204455	31989	2433	391589
G000156355	2	1224	1236	72273	135616	40222	392484
G000156435	2	201174	1760	85011	2062	1883	35758
G000156515	2	1239	186801	186802	186803	1506553	89153
G000156535	2	1239	186801	186802	186803	841	166486
G000156575	2	1239	1737404	1737405	1570339	165779	33032
G000156595	2	201174	1760	85007	1653	1716	39791
G000156655	2	1239	526524	526525	128827	1573535	1735
G000156675	2	1239	186801	186802	186803	572511	1322
G000157355	2	1239	91061	186826	81852	1350	37734
G000157895	2	201174	1760	85007	1762	1763	1768
G000157915	2	976	200643	171549	815	816	387090
G000157935	2	976	200643	171549	171552	838	165179
G000157955	2	1239	186801	186802	541000	292632	214851
G000157975	2	1239	186801	186802	186803	572511	53443
G000157995	2	1239	526524	526525	128827	61170	61171
G000158075	2	1239	186801	186802	186803	1506553	333367
G000158095	2	1224	28211	204455	31989	478070	388408
G000158155	2	1224	1236	0	0	0	566466
G000158175	2	1224	1236	1706369	1706372	1341118	1341119
G000158195	2	32066	203490	203491	203492	848	850
G000158215	2	32066	203490	203491	203492	848	860
G000158275	2	32066	203490	203491	203492	848	851
G000158295	2	32066	203490	203491	203492	848	859
G000158315	2	32066	203490	203491	203492	848	861
G000158455	2	1224	29547	213849	72293	209	157268
G000158475	2	1224	28216	80840	75682	846	847
G000158495	2	1224	28216	80840	75682	846	847
G000158595	2	1117	0	1890424	1213	1218	1219
G000158615	2	1224	28216	206351	481	538	539
G000158655	2	1239	186801	186802	541000	1508657	84026
G000158915	2	201174	1760	85011	2062	1883	998084
G000158935	2	201174	1760	85011	2062	1883	1916
G000158955	2	201174	1760	85011	2062	1883	1938
G000159015	2	201174	1760	2037	2049	1654	103618
G000159035	2	201174	1760	2037	2049	1654	103621
G000159055	2	1239	186801	186802	31979	1485	411486
G000159075	2	976	200643	171549	815	816	556259
G000159095	2	1239	1737404	1737405	1570339	165779	33036
G000159115	2	201174	1760	85007	1653	1716	38284
G000159155	2	201174	1760	85004	31953	2701	2702
G000159215	2	1239	91061	186826	33958	1578	1613
G000159235	2	201174	84998	84999	1643824	1380	82135
G000159315	2	1239	91061	186826	33958	1578	1588
G000159335	2	1239	91061	186826	33958	1578	109790
G000159435	2	1239	91061	186826	33958	1578	1633
G000159495	2	1239	91061	186826	33958	1578	1597
G000159635	2	201174	1760	85007	1653	1716	161889
G000159995	2	976	200643	171549	171552	1283313	76122
G000160035	2	1239	186801	186802	186803	43996	43997
G000160055	2	1239	909932	1843489	31977	39948	218538
G000160075	2	1239	91061	186826	186827	46123	46125
G000160095	2	1239	186801	186802	31979	1649459	154046
G000160115	2	1239	186801	186802	186803	177971	177972
G000160135	2	1239	186801	186802	186803	265975	652706
G000160435	2	1224	28216	206351	481	32257	505
G000160455	2	508458	649775	649776	649777	49894	649746
G000160535	2	976	200643	171549	171552	838	242750
G000160555	2	1239	909932	909929	1843491	970	135083
G000160575	2	1239	91061	186826	81850	46255	1249
G000160615	2	201174	1760	2037	2049	2050	2052
G000160635	2	1239	186801	186802	186803	265975	237576
G000160655	2	1224	1236	135615	868	2717	2718
G000160675	2	1239	91061	186826	186828	117563	46124
G000160695	2	1239	909932	909929	1843491	970	135080
G000160775	2	201174	1760	85009	85015	2040	219314
G000160835	2	1239	91061	186826	33958	1578	227943
G000160875	2	1239	91061	186826	33958	1578	147802
G000161755	2	1224	28211	204455	31989	282682	501479
G000161775	2	1224	28211	204455	31989	97050	55218
G000161835	2	1224	28211	204455	31989	633130	633131
G000161895	2	1239	91061	186826	33958	1578	109790
G000161935	2	1239	91061	186826	33958	1578	181675
G000161975	2	1239	186801	186802	543314	0	51123
G000161995	2	508458	649775	649776	649777	428711	428712
G000162015	2	1239	186801	186802	541000	216851	853
G000162395	2	1239	91061	186826	33958	1578	1613
G000162435	2	1239	91061	186826	33958	1578	109790
G000162475	2	1239	91061	186826	186828	117563	137732
G000162575	2	1224	29547	213849	72293	209	123841
G000162755	2	1224	1236	118969	444	445	168933
G000162875	2	201174	84998	1643822	1643826	84108	84109
G000162895	2	201174	1760	2037	2049	1654	649739
G000163515	2	1239	526524	526525	128827	0	552396
G000163555	2	1224	28211	54526	1655514	0	684719
G000163595	2	1224	1236	91347	1903411	613	618
G000163695	2	976	0	0	0	0	652708
G000163775	2	1224	28216	206351	481	71	72
G000163875	2	201174	1760	85011	2062	1883	1901
G000163895	2	1239	186801	186802	186804	44259	143361
G000164135	2	201174	1760	85007	1762	1763	240125
G000164395	2	1224	28211	204441	433	1434011	436
G000164635	2	1224	28211	204441	433	125216	204525
G000164675	2	1239	91061	186826	1300	1301	1318
G000164695	2	201174	1760	85006	1268	32207	2047
G000164865	2	1224	1236	91347	543	547	1334193
G000164905	2	200783	187857	32069	64898	939	940
G000164985	2	1239	91061	1385	186822	44249	1406
G000165465	2	1239	186801	53433	972	2330	2331
G000165485	2	1224	28221	29	39	40	41
G000165505	2	32066	203490	203491	203492	167639	167642
G000165675	2	1239	91061	186826	81850	1243	1251
G000165715	2	203682	203683	112	126	1649490	119
G000165735	2	1239	909932	1843489	31977	906	187326
G000165795	2	508458	649775	649776	649777	81411	81412
G000165905	2	201174	1760	85004	31953	1678	1681
G000166055	2	1224	28211	356	45401	1068	1069
G000166095	2157	28890	183925	2158	2178	2179	2180
G000166135	2	201174	1760	85013	74712	1854	298654
G000166195	2	976	117747	200666	84566	423349	423351
G000166275	2	976	768503	768507	563798	246875	388413
G000166295	2	1224	1236	135622	72275	2742	1033846
G000166355	2	1239	186801	68295	543371	44000	413888
G000166395	2	976	768503	768507	89373	319458	316068
G000166415	2	1239	186801	53433	972	2330	656519
G000166695	2	1239	186801	68295	543371	44000	52765
G000167195	2	1117	0	1118	1890450	263510	263511
G000167355	2	1224	28221	69541	213421	890	891
G000168295	2	1224	1236	118969	118968	59195	59196
G000168715	2	1090	191410	191411	191412	1091	84205
G000168735	2	1224	1236	0	0	393764	393765
G000168775	2	1224	1236	72273	34064	262	263
G000168835	2	1224	1236	91347	1903411	629	632
G000168975	2	1224	28211	204455	31989	478070	187304
G000168995	2	1224	28216	206350	0	0	383631
G000169035	2	201174	84998	84999	84107	102106	74426
G000169075	2	1224	1236	1706369	1706375	0	247633
G000169115	2	1224	1236	1706369	1706372	0	247639
G000169155	2	1239	909932	909929	1843490	261684	261685
G000169175	2	976	768503	768507	1937962	1023	1027
G000169235	2	1239	186801	186802	186803	189330	39486
G000169255	2	1239	186801	186802	0	1017280	106588
G000169335	2	1117	0	1150	1892249	43988	391612
G000169375	2	1224	1236	135622	72275	2742	270374
G000169395	2	1224	28211	204455	31989	0	388401
G000169415	2	1224	28211	204455	31989	58842	52603
G000169435	2	1224	28211	204455	31989	2433	391593
G000169455	2	1224	28211	204455	31989	2433	388739
G000169655	2	1224	1236	91347	1903411	629	632
G000170295	2	1224	1236	72273	34064	262	263
G000170715	2	1224	1236	72273	135617	1021	422289
G000170735	2	1224	29547	235899	224467	191301	291048
G000170755	2	256845	1313211	278081	566277	256846	256847
G000170795	2	976	117747	200666	84566	84567	391596
G000170875	2	1224	28211	204455	31989	2433	351016
G000170895	2	1224	28221	29	224463	191767	191768
G000170915	2	1224	28216	80840	119060	131079	391597
G000171235	2	74201	414999	415000	134623	1148783	1148786
G000171335	2	1239	186801	186802	0	2383	420336
G000171615	2	1239	91061	1385	186817	1386	408580
G000171775	2	203682	203683	112	1914233	113	114
G000171835	2	1224	28211	0	0	0	331869
G000171875	2	976	117743	200644	0	0	391603
G000172075	2	1224	1236	135622	267890	22	43661
G000172095	2	1224	28211	204455	31989	225421	225422
G000172155	2	74201	203494	48461	203557	2735	2736
G000172375	2	1224	1236	135625	712	724	738
G000172475	2	1224	28211	766	942	768	770
G000172495	2	1224	28211	766	942	768	770
G000172515	2	1224	28211	766	942	768	770
G000172555	2	74201	203494	48461	134621	1032526	1032527
